soil_type,rainfall_mm,temp_high_c,temp_low_c,humidity_percent,sunlight_hours,wind_speed_kmph,temp_avg_c,recommended_crop
Calcareous,215.3,27.9,14.5,85.3,7.1,14.9,21.2,Barley
Calcareous,250.2,26.1,19.4,25.6,4.2,17.5,22.8,Bajra
Sandy,260.1,34.3,11.7,46.5,8.4,10.7,23,Mustard
Red,220.3,21.1,17.5,84,9.4,27.4,19.3,Mustard
Black,241.4,29.8,15,44.1,9.9,24.3,22.4,Chana
Peaty,279.8,31.6,12.3,69.9,7.2,21.8,22,Bajra
Saline,306.2,32.3,22.6,27,4.8,18.5,27.4,Groundnut
Clayey,296.4,28.1,7.3,51.1,8.7,29.1,17.7,Barley
Laterite,350.5,26.1,14.7,55.2,6.6,10.3,20.4,Cotton
Clayey,92,33.6,8.9,73,11.6,9.9,21.2,Bajra
Laterite,172.4,37,22.2,40.2,8,8.8,29.6,Cotton
Red,380.2,33.9,10.1,38.5,7.8,22.8,22,Maize
Laterite,170.7,38.6,17.7,41.2,6.5,24.3,28.2,Barley
Calcareous,67.5,34.3,8.3,58.9,6.7,18.7,21.3,Barley
Peaty,219.7,35.3,13.1,81.3,8.1,20.3,24.2,Bajra
Peaty,61.6,23.4,23,78.2,6.5,11.8,23.2,Chana
Calcareous,97.1,28.4,8.3,24.1,11.1,3.1,18.4,Sugarcane
Loamy,399.4,29.7,18.3,81.5,7.5,9.1,24,Chana
Red,225.7,25.1,9.1,26.7,6.3,18.4,17.1,Sugarcane
Loamy,127.9,30.6,13.3,49.1,5.2,24.8,22,Maize
Loamy,398,25.8,15.8,73.6,9.4,23.8,20.8,Chana
Clayey,387.3,33.8,16.5,25.7,4.2,7,25.2,Sesame
Sandy,187.5,29.4,17.1,22.8,7.6,3.4,23.2,Chana
Clayey,119,29.2,17.8,43.1,8.4,25.8,23.5,Mustard
Sandy,338.6,39.7,10.4,71.1,6.7,4.1,25,Maize
Saline,291.9,27.8,13,56.5,10,13,20.4,Tur
Laterite,281,27.2,5.7,49.2,9.4,4.6,16.4,Soybean
Sandy,359.4,26.4,20.4,76.9,11.8,17.8,23.4,Sesame
Calcareous,282,37.9,21.7,73.7,8.1,12.2,29.8,Soybean
Clayey,127.8,29.9,9,75,8.3,7.7,19.4,Barley
Red,283.7,32,9,52.2,6,18.7,20.5,Groundnut
Laterite,136.2,23.6,5.8,21.4,7.1,12.2,14.7,Rice
Saline,308.5,30.8,24.4,32,4.2,6.7,27.6,Sugarcane
Sandy,255.5,25.5,21.1,71.9,9.5,21.6,23.3,Cotton
Saline,49.4,34.6,12.2,72.7,6.5,25.4,23.4,Soybean
Red,214.9,36.7,14.6,88.1,8.3,9.7,25.6,Groundnut
Loamy,150.5,34.3,10.8,33.3,6,7.2,22.5,Maize
Peaty,144.9,34.6,16.9,28.6,9,4.1,25.8,Groundnut
Red,248.9,30.2,19.3,29.7,7.6,16.8,24.8,Groundnut
Alluvial,142.5,34.2,13.9,32.9,7.9,25.3,24,Wheat
Red,315.2,28.5,22.5,57,11.5,9,25.5,Sugarcane
Saline,46.9,33,15.3,88.3,9.6,14.9,24.2,Sugarcane
Calcareous,270.9,25.2,7.9,61.3,6.1,6.5,16.6,Groundnut
Clayey,327.5,21.4,17.4,56.6,8,13.3,19.4,Bajra
Calcareous,275.7,28.3,14.2,67.1,7.7,2.4,21.2,Wheat
Saline,208.9,29.2,23.7,25.2,10.4,27.5,26.4,Maize
Clayey,381.1,25.1,12.8,77.1,10.7,20.9,19,Barley
Alluvial,134,34.6,13.1,65.3,6.3,11.3,23.8,Wheat
Peaty,27.3,21.5,18,32,10.6,26.7,19.8,Cotton
Laterite,184.2,24.5,15.5,64.2,5.4,7.1,20,Rice
Saline,32.5,35,12.5,61.7,10.1,4.2,23.8,Tur
Sandy,382.5,28.7,24.8,24.5,6,28.4,26.8,Tur
Saline,99.8,34.1,11,38.7,6.4,10.7,22.6,Groundnut
Saline,319.8,31.3,10.6,47.4,10.8,28.2,21,Soybean
Clayey,314.3,39,22.3,37.1,7.4,19.9,30.6,Barley
Black,102.7,32,5.1,37,11.9,29.4,18.6,Maize
Red,256.1,20.3,9,60.1,5.2,23.1,14.6,Wheat
Black,38.3,27.1,16.8,53,7.7,5,22,Chana
Alluvial,203.8,22.9,8.2,66.7,9.9,25.9,15.6,Mustard
Sandy,25.6,38.5,24.7,86.9,4,6.1,31.6,Bajra
Peaty,370,22.1,14.3,66.2,5.2,21.4,18.2,Sesame
Loamy,390.9,27.8,16.9,60.7,4.2,16,22.4,Chana
Alluvial,104.5,24.5,8.2,79.3,11.9,21.8,16.4,Tur
Loamy,99.1,36.9,10.8,64.2,10.1,23.4,23.8,Maize
Loamy,306.4,26.2,17.3,31.6,7,24.5,21.8,Rice
Peaty,116.3,39.8,16,42,5.3,25.4,27.9,Cotton
Calcareous,360.1,20.8,20.7,71.3,4.7,25.7,20.8,Groundnut
Black,238.1,22.6,10.4,71.7,8.3,13.6,16.5,Soybean
Saline,153.3,24.5,18.1,89.1,11.8,26.9,21.3,Groundnut
Laterite,336.4,36.2,10.8,63.9,9.4,22.1,23.5,Rice
Loamy,207.5,37.6,16.7,83,6.9,25.5,27.2,Maize
Sandy,366.4,21.4,17.1,23.8,8,29.7,19.2,Sesame
Alluvial,372.6,20.6,7.4,59.6,12,5.3,14,Tur
Calcareous,82.9,34.9,16,84.4,8.2,12.4,25.4,Bajra
Loamy,20.9,22.7,5.2,40.1,11.7,24.6,14,Cotton
Calcareous,393.9,22.7,15,30.8,4.1,4.4,18.8,Wheat
Calcareous,364.3,20.4,19,44.5,9.8,17.1,19.7,Bajra
Loamy,41.1,21,6.5,75.5,9,26,13.8,Soybean
Clayey,336.6,25.3,23.8,25.9,9.5,2.5,24.6,Chana
Red,194,21.3,14.2,62,8.6,28.3,17.8,Chana
Sandy,118.4,27.4,23.8,29.5,4.4,29.4,25.6,Maize
Saline,353.9,36.7,7.1,50.5,5.2,11,21.9,Cotton
Saline,94.7,26.5,24,87.6,11.4,23.5,25.2,Cotton
Sandy,380,34.6,7.2,33.7,5.9,5.6,20.9,Mustard
Clayey,98.1,21.9,14.2,22.4,11.9,23.6,18,Soybean
Saline,253.2,33.2,23.8,49.9,9.4,15.5,28.5,Tur
Calcareous,104.8,26.3,9.7,60.4,7.6,26.1,18,Maize
Peaty,227.4,35,5.7,40.8,11.4,8,20.4,Rice
Alluvial,279.9,22.7,20.9,57.9,10.4,20.8,21.8,Wheat
Black,92.3,38,16.9,86.7,7.4,24,27.4,Bajra
Saline,217.9,24.9,15.3,41.8,4.5,7.7,20.1,Mustard
Sandy,198.2,27.1,5.7,41.7,10.9,24.9,16.4,Sugarcane
Peaty,47,39,18.1,53.8,10.1,28.8,28.6,Mustard
Loamy,331,31.6,8.4,56.1,10.3,19.3,20,Rice
Red,147.6,27.3,23.6,20.1,10,24,25.5,Groundnut
Sandy,238.3,39,18.7,63.1,6.2,16.9,28.8,Groundnut
Calcareous,215.6,26.6,19.1,89.8,10.9,18.7,22.8,Bajra
Red,215,21.9,9.7,40.4,4,2.4,15.8,Sugarcane
Alluvial,60.7,39.9,22.6,64.2,5.9,16.7,31.2,Rice
Alluvial,180.9,25.4,15.8,20.3,4.4,18.1,20.6,Wheat
Clayey,191.9,37,22.1,62.3,4.9,20.8,29.6,Mustard
Laterite,298.8,23.3,10.4,51.3,8.3,6.7,16.8,Groundnut
Clayey,339.2,34.6,20.1,57.1,4.3,8.8,27.4,Groundnut
Peaty,227.1,30.5,16.5,58.1,5.5,23.2,23.5,Bajra
Red,53,39.6,6,32.4,5.9,6.7,22.8,Bajra
Laterite,110,31.1,13.1,73.9,9.2,13.6,22.1,Chana
Loamy,82.7,20.5,8.7,58.9,7.8,9,14.6,Tur
Calcareous,67.4,32.1,12.2,38.9,7.7,17.3,22.2,Mustard
Red,159,22.9,12.7,85.6,10.1,29.6,17.8,Wheat
Clayey,107.2,36,14.5,20.9,7.7,25.9,25.2,Cotton
Black,103,37.1,17,70.8,6.8,9.5,27,Soybean
Laterite,40.8,29.6,16.4,46.7,11.7,12.3,23,Sesame
Laterite,26.7,35.7,5.8,56.6,4.1,27.7,20.8,Sugarcane
Calcareous,59.1,22.9,20,40.4,6.4,27.2,21.4,Sugarcane
Saline,85.4,29.8,24,42.5,8.9,6.5,26.9,Rice
Alluvial,183.8,27.9,12,21.1,10.3,25.2,20,Wheat
Alluvial,214,32.2,8.6,71.1,10.5,10.3,20.4,Wheat
Black,73.4,20.9,15.8,69.8,4.4,17.2,18.4,Wheat
Peaty,181.4,35,19.1,65.8,9.7,2.1,27,Chana
Peaty,149.9,21.6,18.6,81.5,9.8,30,20.1,Barley
Loamy,89.7,33.1,17.2,83.1,5.7,23.3,25.2,Maize
Red,22.6,20.4,7.9,59,4.9,8.8,14.2,Wheat
Sandy,197.5,36.6,21.7,67.9,10,21.1,29.2,Barley
Saline,280.5,23.5,13.5,20.8,6,10.2,18.5,Sugarcane
Clayey,106,30.3,9.4,79.2,4,4.5,19.8,Sesame
Sandy,70.1,25.2,6.7,77.1,5.8,13.9,16,Mustard
Sandy,357.1,34.5,13.3,21.4,4.2,19.2,23.9,Tur
Laterite,124.5,26.4,17.4,58,6,4.5,21.9,Mustard
Black,105,34.5,18.3,83.5,6.7,16.5,26.4,Maize
Alluvial,345.7,25.7,24.3,32.7,6.2,16.4,25,Barley
Loamy,330.5,35,8.1,44.7,11.4,19.6,21.6,Tur
Peaty,190.4,20.6,24.7,43.2,5.9,8.9,22.6,Cotton
Black,205.9,25.7,18.1,44.9,7.7,2.6,21.9,Rice
Laterite,102.7,30,14.1,22.9,11.7,11.1,22,Mustard
Clayey,49.8,20.9,22.8,39.5,11,13.2,21.8,Chana
Loamy,237.9,23.7,18.9,40.6,6.5,19.8,21.3,Bajra
Laterite,57.4,38.7,12,80.6,6.6,28,25.4,Wheat
Alluvial,190.7,39.5,22.7,44.6,8.7,7.7,31.1,Chana
Alluvial,377.4,34.8,18.3,51.3,11.3,21.2,26.6,Sesame
Alluvial,382.1,25,19,46.7,4.1,4.7,22,Groundnut
Black,110.9,25.2,22.9,28.4,7.1,7.3,24,Barley
Black,257.2,32.9,14,89.3,10.8,16.3,23.4,Barley
Peaty,200.1,22.4,18.1,77.8,7.3,21.8,20.2,Sesame
Peaty,352.8,39,19.9,57.9,9.8,26,29.4,Maize
Clayey,123.1,24.5,14.1,53.3,9.5,22.8,19.3,Soybean
Loamy,21.4,40,6.7,65.4,5.6,2.4,23.4,Tur
Calcareous,81.8,29.9,20.4,42.9,7.6,21.2,25.2,Mustard
Calcareous,152.8,35.4,6,23.5,8.5,25.1,20.7,Groundnut
Laterite,140,20,19.4,48.3,9.7,16.7,19.7,Wheat
Alluvial,320.7,37.8,23.2,88.9,10.6,29,30.5,Groundnut
Loamy,278.6,25.4,11.9,32.8,10.1,2.1,18.6,Bajra
Sandy,133.8,33.4,7,56.9,4.2,24.9,20.2,Groundnut
Black,193.9,36.1,9.7,20.6,9.4,11.4,22.9,Chana
Red,56.3,23.3,16.2,28.5,8,20.2,19.8,Barley
Saline,361.3,28.9,23.9,61.1,8.6,21.4,26.4,Soybean
Clayey,375.5,29.9,15.2,40.8,7,10.6,22.5,Mustard
Alluvial,392.3,26.2,7.3,83.4,9.7,29.9,16.8,Wheat
Alluvial,350.1,29.6,17.6,48.4,9.4,4.9,23.6,Sugarcane
Alluvial,86.1,26.4,19.7,34.6,8.6,6.4,23,Sugarcane
Black,37.6,27.2,12.9,58.2,10.9,27,20,Sugarcane
Black,240.2,33.4,19.4,75.6,4.8,5.3,26.4,Cotton
Saline,366.8,32.7,11.5,21.4,6.4,12.7,22.1,Soybean
Sandy,87.4,24.6,20.8,55.4,8,22.5,22.7,Bajra
Loamy,22.7,37.9,11.8,74.1,11.7,24.2,24.8,Rice
Alluvial,326.1,37.3,10.1,27.3,4.6,28.7,23.7,Sugarcane
Calcareous,49.2,30.2,22.6,83.2,6.7,24.1,26.4,Sugarcane
Peaty,177.2,28.7,16,38.5,11.4,25.6,22.4,Maize
Calcareous,278,27.5,10.7,31.9,11.2,28.6,19.1,Rice
Laterite,110,34.1,23.7,61.2,10.9,17.5,28.9,Sesame
Calcareous,51.9,33.4,18.8,32.3,6.5,11.6,26.1,Soybean
Laterite,312.6,23.9,9.4,67.6,10.8,23.3,16.6,Rice
Red,259.5,33.4,17.3,54.3,8,6.6,25.4,Soybean
Peaty,395.6,25,22.4,27.7,9,3.9,23.7,Rice
Calcareous,150.8,20.4,18.9,83.9,5.9,24,19.6,Chana
Red,43.5,34,9.9,67.1,9.7,28.6,22,Tur
Clayey,299.1,32.9,18,58.2,6.6,14.4,25.4,Wheat
Loamy,218.3,28.2,17.4,46.2,6.8,6.5,22.8,Maize
Red,101,30.5,21.4,29.4,9.1,15.9,26,Groundnut
Loamy,317.1,38.9,8.6,69.5,5.9,13,23.8,Tur
Calcareous,97.4,31.9,19,77,5.8,12.4,25.4,Tur
Sandy,119.1,33.2,5.5,28.8,7,19.6,19.4,Mustard
Red,55.2,21.3,18.9,54.6,10.2,6.9,20.1,Bajra
Peaty,171.8,23.3,24.2,53.9,5.8,12.7,23.8,Rice
Calcareous,179.2,26,8.5,44.5,10.3,26.3,17.2,Barley
Alluvial,215.5,30.8,11.2,75.3,9.6,22.4,21,Wheat
Black,289.4,35.5,16.7,27,9.4,3.6,26.1,Cotton
Red,364.3,26.4,19.6,34.4,7.8,16.4,23,Barley
Peaty,72.3,27.1,11.9,20.1,10,4.6,19.5,Maize
Clayey,40.7,25.1,18.3,46.1,4.1,28.8,21.7,Bajra
Alluvial,27,25.1,23,40.4,6.4,8.8,24,Tur
Clayey,74.6,39,19.5,80.7,9.4,28.1,29.2,Soybean
Calcareous,270,32.7,19.2,72.2,11.9,25.4,26,Maize
Black,296.4,23.1,12.6,25.9,4,17.4,17.8,Sesame
Red,318.9,34.4,23.2,71.9,8.1,11.4,28.8,Rice
Red,112.6,34.4,10.5,67.3,11.4,26,22.4,Groundnut
Sandy,136.2,33.3,9.1,39.7,10.9,6.3,21.2,Wheat
Sandy,203.6,22.7,12.3,21.1,4.2,7,17.5,Sugarcane
Calcareous,44,28.2,18,28.1,8.2,8.3,23.1,Cotton
Calcareous,252.2,22.1,22.2,37.5,4,18.7,22.2,Cotton
Black,393.8,36.3,7.6,77.2,10.3,10.8,22,Mustard
Sandy,157.1,33.1,21.3,52.6,6.5,29.7,27.2,Wheat
Peaty,306.1,30.1,21.3,84.3,10.1,7.5,25.7,Sugarcane
Peaty,210,26.9,16.7,75.2,11.6,24.6,21.8,Chana
Black,68.6,23.7,20.2,40.1,11.8,4.7,22,Rice
Peaty,241.3,22.1,8.6,79.2,11.2,11.9,15.4,Tur
Laterite,134,39.4,8.4,28.2,5.6,8.8,23.9,Barley
Loamy,33.1,24,22.3,22.5,5.6,29.4,23.2,Sugarcane
Black,261.3,21.2,15,62.6,9,2.7,18.1,Maize
Black,346.4,39.2,9.9,43.9,8.4,22.2,24.6,Bajra
Saline,151,31,18.8,43.1,4.1,8.9,24.9,Mustard
Alluvial,168.3,35.9,22.8,68.1,7.1,24.7,29.4,Wheat
Alluvial,358.6,20.9,17.6,79.5,11.3,10.7,19.2,Soybean
Laterite,329.2,31.3,11.9,42.6,11.2,7.2,21.6,Chana
Sandy,291.7,28,14.7,42.8,5.6,21.4,21.4,Mustard
Calcareous,114.5,35.4,20,57.4,7.1,9.2,27.7,Bajra
Calcareous,365.9,20.8,6.4,65.7,8.5,15.6,13.6,Maize
Clayey,78.7,28,9.3,34.2,10.8,5.7,18.6,Barley
Laterite,258.2,36,14.3,83.9,8.3,22.3,25.2,Rice
Black,30.9,30.5,17.1,65.8,11.7,13.4,23.8,Cotton
Laterite,264.6,31,11.8,63.8,10.4,5.9,21.4,Rice
Laterite,125.3,21.9,11,83.3,11.6,22.8,16.4,Wheat
Laterite,190.9,22.6,5.8,83.5,9.9,4.9,14.2,Rice
Alluvial,151.2,33.5,5.7,29.5,11,18.1,19.6,Bajra
Laterite,85.6,33.5,10.6,30.2,10.6,19,22,Maize
Loamy,256.4,39.6,15.6,73.3,6,28,27.6,Groundnut
Calcareous,355.2,34.2,16.1,87,5.8,6.2,25.2,Maize
Clayey,384.5,29.9,14.9,66.7,10.9,20.3,22.4,Rice
Loamy,93.1,37.1,13.2,48.8,4.7,12.7,25.2,Maize
Clayey,292.6,22.1,10,67.8,7.3,13.2,16,Groundnut
Saline,272.4,29,13,36,10.6,16.1,21,Chana
Clayey,150.5,25.7,7.8,89.9,10.5,8.5,16.8,Bajra
Calcareous,27.3,22.1,7.3,50.2,5.1,14.9,14.7,Sesame
Calcareous,282.1,35.3,11,85.2,7.9,21.2,23.2,Rice
Laterite,379.3,30.2,24.9,50.2,7.8,14.8,27.6,Sesame
Red,260.2,31.1,11.5,85,6.6,3.2,21.3,Mustard
Saline,185.4,28.2,23.7,43.5,11.3,9.2,26,Chana
Black,219.6,29.2,12.8,73.2,9.2,11.8,21,Groundnut
Peaty,95.9,22.3,13.8,86.6,11.8,11.9,18,Rice
Clayey,305.2,33.5,20.9,65.2,4.5,4.3,27.2,Wheat
Red,303.6,28.6,6.9,67.4,7.2,14.6,17.8,Barley
Laterite,75.3,36.3,8.6,27.2,10.7,21.4,22.4,Maize
Alluvial,353.6,23.9,24.5,53.2,7.4,3.4,24.2,Bajra
Black,122.3,24.1,15.1,82.1,6.1,23,19.6,Tur
Sandy,393.3,32.9,5.9,36.9,12,28.7,19.4,Wheat
Red,165.5,36.9,5.9,75.2,11,2.3,21.4,Groundnut
Alluvial,87.6,29.4,23.1,67.3,8.4,7.4,26.2,Maize
Saline,153.7,34.5,22.5,35.6,8.5,17.2,28.5,Rice
Laterite,187.3,40,14.2,39.8,4.1,8.1,27.1,Wheat
Black,46.3,39.8,8.3,49.9,11.8,23.4,24,Cotton
Black,239.7,34.9,21.6,28.8,10.5,10.7,28.2,Cotton
Black,247.1,34.8,11.5,83.9,4.3,10.2,23.2,Bajra
Saline,300.8,25,13.4,71.8,5.4,2,19.2,Soybean
Clayey,31.1,36.7,18.6,45.5,10.6,9.6,27.6,Tur
Sandy,225.7,28.1,12.1,41,4.7,8.1,20.1,Sesame
Saline,40.1,39.2,17.6,68.3,11.5,11.6,28.4,Tur
Peaty,286.4,21.6,22.7,49.7,12,6.1,22.2,Maize
Sandy,41.2,28.7,20.9,36.1,11.1,18.7,24.8,Sesame
Calcareous,366.5,31.1,12.6,50.1,9.9,8.7,21.8,Cotton
Laterite,286.8,28.1,10.8,81,7.9,25.3,19.5,Rice
Saline,212.8,24.2,10.7,24.8,4.7,10,17.4,Sesame
Alluvial,187.8,31.9,12,45.8,9.8,7.9,22,Wheat
Sandy,69.7,35.1,14.9,87.4,7.2,3.6,25,Sugarcane
Peaty,130.6,32.9,13.3,21,8.6,22.7,23.1,Mustard
Calcareous,350.2,24.7,7.7,82.3,6.3,16.2,16.2,Bajra
Clayey,363.7,34.6,8.3,46.2,5.9,5.2,21.5,Mustard
Alluvial,20.3,25.1,11.9,33.3,6.6,8.2,18.5,Wheat
Sandy,245.8,23.5,16.2,21,10.5,30,19.8,Sesame
Laterite,293.3,33.8,16.9,24.9,7.4,24.6,25.3,Barley
Alluvial,255.1,36.9,14.7,32,6.5,11.8,25.8,Wheat
Calcareous,51,29.6,19.8,21.8,7.5,17.2,24.7,Soybean
Alluvial,102.7,30.6,19.7,43.5,4.3,13.6,25.2,Wheat
Loamy,115.1,26.1,13.6,23.1,11.1,3,19.8,Sugarcane
Red,336.1,29.9,7.5,68.5,8.4,23.8,18.7,Sugarcane
Clayey,196,22.6,15.6,77.3,4.8,22.1,19.1,Maize
Calcareous,205,39.1,12.6,82.1,6.3,13.4,25.8,Maize
Alluvial,375.3,36,7.8,58.4,11.9,25.7,21.9,Wheat
Red,262.1,33.4,24.6,86.3,8.7,17,29,Groundnut
Red,361.5,30.8,12.4,20.4,6.3,3.8,21.6,Cotton
Alluvial,193.5,35.8,17.5,29.4,7.4,9.3,26.6,Wheat
Laterite,76.8,29.9,14.8,40.5,6.1,14.9,22.4,Groundnut
Loamy,373.4,26,7.9,75.2,4.3,4.9,17,Rice
Saline,194.3,23.2,6.1,82,10.7,18,14.6,Bajra
Loamy,89,33,17.5,63.3,6.3,5.4,25.2,Maize
Alluvial,134.9,38.6,9.9,46.8,10.7,7.6,24.2,Wheat
Clayey,39.3,23.1,9.9,66.6,7.8,27,16.5,Bajra
Saline,198,23.6,24.1,32.7,5.5,30,23.8,Mustard
Calcareous,344.2,28.7,14.2,52.1,10.4,17.4,21.4,Wheat
Loamy,374.8,36.1,5.6,55.5,7,19.4,20.8,Bajra
Alluvial,374.4,25.9,11.8,27.3,9.7,24.3,18.8,Bajra
Loamy,67.6,25.1,16.7,22.4,10.7,21.5,20.9,Cotton
Saline,165.2,32.4,11.6,72.5,11.7,7.1,22,Mustard
Peaty,30.7,30.7,5.5,57.4,4.7,13.5,18.1,Chana
Sandy,345,21.2,13.9,43.3,4.1,17,17.6,Rice
Loamy,156.3,21.6,7.1,50.6,8.4,12.1,14.4,Rice
Calcareous,259.8,32.9,17.4,87,6.1,6.9,25.2,Sugarcane
Calcareous,291.7,29.3,17.4,46.9,7.8,22.6,23.4,Wheat
Black,183.3,39.4,5.8,27.2,4.6,7.6,22.6,Mustard
Loamy,136.4,33.6,10.8,52.5,8,9.3,22.2,Maize
Sandy,385.6,20.2,13.3,65.4,5,10,16.8,Bajra
Laterite,386.5,29.6,16,20.8,10.7,6.5,22.8,Wheat
Red,130,28.3,10.9,43.3,10.1,25.8,19.6,Sugarcane
Sandy,202.3,22.1,10.8,47.5,4.6,19.1,16.5,Tur
Red,389.7,38.5,24.7,52.5,10.7,25.4,31.6,Maize
Red,21.8,36.1,5.8,41.1,6.6,15.8,21,Bajra
Peaty,176.8,24.6,24.8,66.7,6.8,16.5,24.7,Chana
Black,58.2,25.1,6,86.1,5.4,19.3,15.6,Soybean
Sandy,213.5,20.6,10.8,84,10.7,12.4,15.7,Sesame
Sandy,29.4,25.9,14.9,66.5,7.2,15.9,20.4,Tur
Peaty,174.6,31.7,7.9,55.5,4.4,17.3,19.8,Soybean
Loamy,103.9,28.4,7.7,77.8,11.7,28.7,18,Barley
Loamy,222.7,39.4,10.1,78.5,6,26.7,24.8,Maize
Loamy,398.5,21.1,24.5,78.1,11.5,5.6,22.8,Tur
Clayey,324.2,31.8,12.6,31,6.4,3.2,22.2,Mustard
Red,341.3,37.2,16.3,21.8,10.7,21,26.8,Groundnut
Clayey,261.4,29.6,19.1,88.8,9.3,3.4,24.4,Maize
Black,35.8,20.1,19.8,87.2,10.9,3.7,20,Wheat
Peaty,98.6,24.9,18.8,59.5,11.8,6.5,21.8,Mustard
Sandy,371.5,26.5,11.7,89.5,11,11.8,19.1,Groundnut
Red,159.1,39.3,7.2,73.9,7.2,14.2,23.2,Groundnut
Clayey,59.4,38.2,10.6,56.2,10.5,16.5,24.4,Groundnut
Clayey,286.9,39,9.2,47.3,9.7,29.8,24.1,Barley
Alluvial,133.8,36.5,7.7,61.5,4.5,12.8,22.1,Wheat
Clayey,122.2,27,5.5,56.1,11.4,8.8,16.2,Sugarcane
Laterite,399.2,38.1,23.7,89.6,7.7,18.1,30.9,Bajra
Sandy,346.1,39.6,23.4,54.3,5.1,8,31.5,Barley
Laterite,175,27,6,78.5,7.4,28.3,16.5,Rice
Sandy,392.5,25.2,8.5,77,8.8,9.3,16.8,Tur
Peaty,267,30.9,7.8,25,8.6,29.7,19.3,Cotton
Sandy,302,23.7,10.6,26.1,8.6,13.7,17.2,Soybean
Laterite,32,20.7,9.1,66.2,6,24.8,14.9,Soybean
Sandy,66.2,38.9,23.9,38.1,9.1,20.2,31.4,Bajra
Peaty,260.6,38.5,6.7,66,11.3,28.1,22.6,Sugarcane
Peaty,361.6,23.3,9.2,30.1,7.1,19.5,16.2,Sugarcane
Black,257,28.2,6.6,47.8,9,18.3,17.4,Rice
Sandy,70.9,36.6,24.6,27.2,6,20.3,30.6,Bajra
Alluvial,64,33.2,23.4,39.7,4.4,24,28.3,Mustard
Loamy,340.8,27.9,19.3,26.2,8.7,27.2,23.6,Tur
Calcareous,72.9,34.9,13.5,87.9,4.4,9.5,24.2,Cotton
Peaty,217.7,37.9,8.8,47.7,9.8,7.6,23.4,Chana
Saline,34.1,38.5,9.4,83.1,9.4,3,24,Barley
Loamy,50.7,27.6,13.9,88,7,12.4,20.8,Soybean
Red,275.5,23.5,20.4,83.7,7.3,25.7,22,Chana
Sandy,281.9,38.3,10.3,51.8,11.3,4,24.3,Sugarcane
Laterite,149.8,21.9,11.2,74.5,4.1,17.1,16.5,Rice
Calcareous,101.9,34.4,17,30.8,8.5,21.5,25.7,Sesame
Saline,329.2,22.8,9.8,26.6,11.4,25.4,16.3,Bajra
Loamy,102.5,27.8,16.7,81.4,11.3,18.3,22.2,Maize
Sandy,226,28.2,12.7,22.2,8.7,7.2,20.4,Mustard
Black,387.9,23.2,5.7,88.1,7,29,14.4,Bajra
Red,76.2,38.5,13.1,67,4.8,4.7,25.8,Sugarcane
Calcareous,377.5,20.1,23.4,49.4,5.4,23.5,21.8,Maize
Alluvial,89.5,37.9,10.9,29.9,9.4,4.4,24.4,Sesame
Black,235.6,37.7,11.5,70.6,4.1,6,24.6,Chana
Saline,163.3,26.3,6.3,59.4,11.1,27.2,16.3,Maize
Calcareous,386.7,34.1,17.3,69.8,8.7,23.1,25.7,Tur
Black,123.9,25.1,22,49.3,4.4,12.2,23.6,Groundnut
Red,171.9,35.2,12.1,24.6,5.9,19.9,23.7,Groundnut
Alluvial,393.5,31.2,9.8,42,8.8,14.8,20.5,Sugarcane
Black,223.9,26,24.1,42.1,4.3,3.9,25,Soybean
Clayey,211,28,19.9,20.6,10.2,22.2,24,Tur
Alluvial,118,33.8,16.3,20.7,11.4,23.4,25,Wheat
Saline,286.5,38.1,11.1,43.2,11.7,26.7,24.6,Barley
Red,25.5,22.6,9.4,70.9,9.9,17.1,16,Chana
Sandy,38.8,31.4,19.3,63.7,10.9,20.8,25.4,Barley
Laterite,247.8,25.1,15.4,36.7,8.9,14.3,20.2,Tur
Laterite,149.8,36,15.4,62.2,7.7,10.9,25.7,Barley
Laterite,382.3,21.4,6.5,65.3,9.7,13.5,14,Wheat
Calcareous,363.2,33.8,15.2,56.6,5.8,27.5,24.5,Barley
Saline,291.2,23.5,21.5,56.5,4.9,6.6,22.5,Chana
Red,330.9,31.9,23.9,45.9,10.1,9,27.9,Rice
Alluvial,273.6,36.7,7.1,28.6,11.7,19,21.9,Wheat
Calcareous,67.7,35.1,17.6,47,8.6,5.3,26.4,Wheat
Saline,310.9,35.1,16.4,44.2,7.9,27,25.8,Rice
Sandy,99.9,30.4,22.8,61.4,8.3,3.3,26.6,Sesame
Clayey,142.9,37.8,20,79.9,7.8,23.1,28.9,Maize
Red,331.3,31.8,24.3,46.3,7.5,12.5,28,Groundnut
Laterite,223.9,38.4,24.2,69.7,11.6,3.4,31.3,Rice
Black,346.8,30.9,9.5,76.8,7.8,25.6,20.2,Rice
Red,101,30.1,19.5,34.8,4.6,19.9,24.8,Groundnut
Peaty,251,24.4,15.6,83.1,10.1,2.2,20,Sesame
Saline,51.8,30.9,9.3,24.9,7.1,9.5,20.1,Tur
Loamy,264.4,22.8,8.9,83.1,9.7,11.9,15.8,Chana
Sandy,309.8,37.4,6.6,31.5,8.6,11,22,Wheat
Clayey,242.3,33.5,20.9,43.6,9.7,16,27.2,Wheat
Sandy,121.2,39.9,11.5,62.4,4.5,16.8,25.7,Maize
Red,31.9,21.8,22.1,83.4,4.3,13.1,22,Bajra
Loamy,65.4,24.8,17.2,37.9,7,11.3,21,Barley
